Song Title,Artist,Spotify URI,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Speechiness,Valence,Tempo
Wu,nafla,0awns037OT5FraMYo8jpUD,0.176,0.682,0.741,0,0.198,0.128,0.575,79.967
A STAR IS BORN,ASH ISLAND,6R1PVAFsQ8a37ibQQ7kvGj,0.232,0.586,0.612,0,0.111,0.0332,0.302,80.04
"Flick (Feat. BE′O, HAON) (Prod. GroovyRoom)",Roh Yun Ha,18FgZS3SkPGifWyVGYO9Gh,0.256,0.788,0.835,0,0.309,0.245,0.491,143.975
ENGINE (Prod. by CODE KUNST),Jay Park,4xWuQN8WMqLE8LRqkIiVmr,0.52,0.835,0.726,0,0.156,0.162,0.568,110.019
TAIJI,CHANGMO,4kTZPPL28sYltXKMJramko,0.00313,0.534,0.727,0,0.0988,0.327,0.145,202.133
"Ghost (Feat. 개코, viceversa)",PENOMECO,4HM22JAZV3nf9RI6PLgpdz,0.274,0.735,0.887,0,0.373,0.175,0.503,120.024
"Boiling Point (feat. Simon Dominic, Tabber) (Prod. by 0channel)",punchnello,1P1j7RHJ1rv5hRbjookpCI,0.375,0.882,0.663,0,0.103,0.124,0.267,132.037
VENI VIDI VICI,ZICO,0igVs6UgBOYW370DAh9Efb,0.0576,0.697,0.929,0,0.275,0.318,0.759,105.367
NBA,nafla,2Zlh1aW0hk1nltiglaCzfi,0.124,0.884,0.752,0,0.0518,0.104,0.902,88.012
B.B.B (Feat. The Quiett),Leellamarz,0PCthiXmn3MFXzvn0eAiBY,0.0701,0.939,0.519,0,0.0588,0.384,0.723,133.093
Grand Prix (Feat. Beenzino),ASH ISLAND,0iZnSbdHxlNTnfXGno29l9,0.0387,0.678,0.845,0,0.0988,0.304,0.467,165.093
GENIUS (feat. CHANGMO),D.Ark,1NicxbS7NRiqclpy14WfCX,0.079,0.821,0.825,0,0.0504,0.0768,0.481,103.96
Part-Time,Ash-B,6Md0VAaYdMQ3W6UI38MU8T,0.0215,0.822,0.787,0.00128,0.0345,0.204,0.664,163.048
"I'm Sick (feat. Kid Milli, Lil tachi, Kim Seungmin, NO:EL, C JAMM)",GIRIBOY,1CJweyedfMbIab2O3Jc8K8,0.308,0.814,0.807,0,0.119,0.184,0.621,129.936
Take It,MUSHVENOM,2VYAX2W40C5Xk5oxBQwsOD,0.0502,0.747,0.751,0,0.103,0.0441,0.461,108.041
Prequel,Epik High,2DWlYJ9KOYJEifleOpIavG,0.103,0.627,0.878,0.00000234,0.219,0.26,0.766,93.31
under the ground (feat. Dean),nafla,6EU4Ox9nBAE4BMatsggp8i,0.0917,0.656,0.913,0,0.354,0.442,0.654,165.995
Bubble,PENOMECO,7GR542iiPMytHgo1BIxPqT,0.0638,0.833,0.937,0.0701,0.294,0.202,0.958,153.997
SHAKE THE WORLD,G-DRAGON,0yQVxHQ8MPI7jxkewravSD,0.00439,0.736,0.777,0,0.318,0.213,0.673,128.026
MAPSI,CAMO,4CkCx4BUC7Be2fcGX1UCxG,0.0228,0.615,0.673,0,0.211,0.169,0.205,84.959
Nobody is perfect (Prod. Song Yoodam),Mckdaddy,0rmepzrZX9JO9Rnvx07fvr,0.234,0.733,0.902,0,0.0807,0.253,0.4,130.118
So Rude,BLOO,64hPtdg3ZwJmhA85v35GYj,0.488,0.84,0.698,0,0.0984,0.101,0.568,90.029
"Be Like Your Dad (feat. Queen WA$ABII, Paloalto)",Ash-B,4U1P6xZdkFSbArFHnm3MHO,0.0478,0.963,0.791,0.0000231,0.0998,0.101,0.462,127.933
Wrecker ft Vernon of SEVENTEEN,Omega Sapien,11Fw3yLqNsNV8tCQRCrSJ8,0.00751,0.981,0.6,0.000031,0.0431,0.12,0.239,113.98
Tiger Den (Feat. Jvcki Wai),GIRIBOY,4lLtcSEIGqO7pvXCUvDtIU,0.154,0.502,0.858,0,0.113,0.242,0.317,187.79
Go Back,Jvcki Wai,4WRzvrqXTdzpEB6KaO1Oqh,0.00791,0.803,0.868,0.0367,0.113,0.192,0.513,110.035
The Fearless Ones,The Quiett,46sqZ2wihaT6Y5CqeshQjd,0.0548,0.723,0.799,0.00000256,0.2,0.381,0.416,160.042
Gotta Go,Sik-K,6KhpVr8sgIkJpMvFwf4xW3,0.217,0.762,0.906,0,0.079,0.0544,0.921,102.002
VVS - H1GHR Remix,pH-1,5rf4kHX7sqmTSgc49YVWAI,0.0805,0.756,0.849,0,0.383,0.0777,0.844,139.967
My Ninjas,Fleeky Bang,4zuiSlVAcYj0jvuEgSqanX,0.419,0.844,0.785,0,0.0675,0.422,0.945,145.051
Far Post (Feat. lobonabeat!) (Prod. Codec),Roh Yun Ha,0vbRPuxNIjwPxsMIGWIETR,0.00106,0.879,0.71,0.0000161,0.0852,0.121,0.812,132.991
WHIP! - Spotify Singles,sokodomo,0tW9Scup0VRKGlwD3Qvn4r,0.0769,0.755,0.864,0,0.0833,0.303,0.255,153.148
"Checks (Feat. SUPERBEE, Jay Park & The Quiett)",ASH ISLAND,5lE0fWZIeZ4qAzooznV8Lm,0.0458,0.928,0.663,0,0.0398,0.253,0.547,105.065
Prime Time - Remix,The Quiett,1o2PvMDh6jZ6zyhR8upKHR,0.191,0.693,0.886,0,0.0826,0.402,0.746,183.254
The Arrival,Sik-K,7ASnRoq5kwTYggVHBHyTVe,0.221,0.708,0.829,0,0.0891,0.297,0.617,77.491
hey,0WAVE,6I2OEdbHkkaZTOi3mWpHjq,0.603,0.775,0.568,0,0.101,0.171,0.645,132.976
"business boy (Feat. nongmill kim, BLOO)",Huh,4ptHZEzDJaTovfjQVuVcjl,0.329,0.828,0.934,0,0.214,0.108,0.911,119.992
SHOOT,Paul Blanco,6uNsPeFAuFOdZcdP78kJ0h,0.0835,0.859,0.768,0.00000486,0.26,0.281,0.621,129.989
Windy Day (feat. JAY B),BIGONE,0d0B5UlQ9cNB4yTiXyWO0e,0.000305,0.565,0.789,0.00000175,0.0921,0.0354,0.345,89.517
puzzle,C JAMM,3kJjYTtOQPiVSr1UNEqM0u,0.0392,0.732,0.803,0,0.402,0.0368,0.464,125.992
run! (feat. JUSTHIS),nafla,5UKf82epsMYtjpZR9QGtns,0.4,0.82,0.803,0,0.136,0.246,0.814,93.031
BUM (feat. Chillin Homie & Kid Milli),RAVI,3bZewrcZbZYf7h6udWoDsr,0.145,0.742,0.83,0,0.151,0.0704,0.452,95.031
"Yooooo (Feat. Kid Milli, sokodomo, Polodared)",Lil Moshpit,1dSoTjwGH9HBlj6EEu2mhx,0.0996,0.84,0.741,0.00000359,0.169,0.0719,0.29,160.174
"Turn Up! (Feat. M1NU, Veinyfl, Swervy, Layone, Young Ji Lee, Lil Nekh, D.Ark)",BIG Naughty,6DRXvIUvbUfa1RKQ2YUsl4,0.167,0.733,0.796,0,0.0936,0.321,0.852,94.991
"I'm Sick (Band Ver.) (Feat. Young B, YUNHWAY, Lil tachi, Han Yo Han, JUSTHIS, Swings)",GIRIBOY,7hI592ZTFArGWQhRPx0JvF,0.176,0.741,0.831,0,0.0602,0.215,0.815,130.014
DDDD Freestyle,Sik-K,5TY1J70fsAgyx2Pzq2oBN8,0.124,0.741,0.705,0,0.214,0.198,0.266,157.008
B.O.T.B. (Prod. GRAY),Gaeko,4AwtazkAUcviUqBmlvLft7,0.0782,0.493,0.874,0,0.599,0.179,0.795,86.048
blah blah (Feat. Khundi Panda),Huh,3gAWxbVAVxBKabw9d1Mr9I,0.0447,0.803,0.78,0,0.0943,0.253,0.821,148.911
Heu ! - Full Version,SUPERBEE,3CHHW06gWZIZcrdYMaiNPb,0.134,0.816,0.667,0,0.106,0.239,0.622,156.412
Compensation (Feat. Gaeko) (Prod. Slom),Gwangil Jo,5Ga9WgaP3I6PUV0ZLmU0jz,0.0649,0.783,0.693,0,0.377,0.21,0.725,134.037
SMASH! (feat. Skinny Brown),SINCE,5krsjTkOuJQkxZXTdNtJ6f,0.155,0.755,0.841,0,0.197,0.0722,0.38,96.957
Not at all (Prod. by GroovyRoom),VINXEN,1Buq5ciDCgi4xmh36BiXHa,0.419,0.779,0.744,0,0.132,0.368,0.406,99.211
New Vision,Colde,5L6IX56bdTT3CPueP72VEx,0.0205,0.794,0.804,0,0.239,0.166,0.535,150.033
step back b**** 'cause I'm too fye (Prod. sAewoo),Swings,43GeKUZ8072z0qt3IJm8Y0,0.0189,0.755,0.761,0,0.199,0.312,0.529,155.931
ROCKSTAR (feat. Paloalto),RAVI,2Ou4NGzaUFurW8odXZh8Es,0.286,0.787,0.908,0,0.542,0.0834,0.828,108.004
5 Gawd Remix,BIG Naughty,2c119fwkd1qbsx2ZpQgmnJ,0.205,0.941,0.871,0,0.149,0.165,0.966,127.006
MSG (Feat. PENOMECO),Dynamicduo,6UgKRF9v8QTi7W6COkRU0v,0.0764,0.83,0.81,0,0.341,0.176,0.599,124.962
Skyscraper (Feat. JUSTHIS),Don Malik,3IbkyQEyVBdMGGKh3UGnmc,0.08,0.861,0.676,0,0.247,0.187,0.644,145.957
+82 Bars,SUPERBEE,2J5fF0d4ePNQfPRIS1LGJU,0.0309,0.781,0.818,0,0.137,0.228,0.444,143.016
HIGH RISK HIGH RETURN (Feat. Polodared),SINCE,5MnjjRXp2huzCdVXkGpU2I,0.119,0.841,0.79,0,0.049,0.294,0.605,154.032
DNA (Feat. Jay Park),YLN Foreign,47b1jmZFEs2lDSZPN9bmcE,0.0704,0.755,0.752,0,0.155,0.217,0.134,166.121
RACE,BANG YONGGUK,6ZRDqsJlFXzbIquKhaMdQe,0.00421,0.506,0.933,0,0.12,0.114,0.52,89.988
JACKSON (Feat. CHANGMO),Woodie Gochild,4WSLa85Cq6UgEgCJy5D1Bh,0.302,0.897,0.657,0,0.372,0.0936,0.973,126.036
Slay,C JAMM,2L6Mx4R9795QsMMbAqsOFh,0.125,0.881,0.632,0,0.0715,0.249,0.711,73.539
"Pass the Rhyme (feat. Changmo, Dok2)",SUPERBEE,6j7LH26zch6rK1qxkuTZhb,0.239,0.823,0.883,0,0.139,0.21,0.838,89.991
John Cena,YUMDDA,2UcpCe7sVfnawpEqmiTViH,0.118,0.874,0.877,0,0.0442,0.277,0.771,139.87
Mentors [from “School Rapper 4 Episode 0”],The Quiett,1Jaf1PUUwzXZ3bCJ6mBjPh,0.189,0.538,0.808,0,0.0898,0.321,0.509,139.86
CALL ME (Feat. sogumm),YLN Foreign,5NkPrv8FYhZuV5dBGhlwq9,0.361,0.92,0.604,0,0.073,0.194,0.714,104.996
"A STAR IS BORN Remix (Feat. MELOH, Paul Blanco)",ASH ISLAND,7zCiQIPwrgc1uR0npvdE7j,0.232,0.518,0.746,0,0.11,0.0519,0.352,160.159
Off,BANG YONGGUK,2R690hQ5c3PNUwvHhWYKGP,0.0516,0.671,0.761,0.212,0.0999,0.142,0.341,145.977
J2B,YUMDDA,60Gr8uHBBIQyRSVBVDFYOv,0.317,0.75,0.76,0,0.185,0.406,0.759,155.206
Last Sword Dance (Feat. Koonta),Gwangil Jo,5lRbrmGzrBFqDRNS95yY9l,0.0635,0.714,0.846,0,0.342,0.301,0.354,91.799
Welcome,XINSAYNE,12HoWGPi1CWFDM5FmcIrhT,0.137,0.749,0.651,0,0.197,0.168,0.607,128.975
뚝뚝뚝,MIRANI,6qqOz5LS19krVTFAvcSD3A,0.248,0.818,0.689,0,0.1,0.0479,0.697,121.094
Rollie up,SUPERBEE,2PD1oseBzqbIhYZ3wbtQXD,0.0292,0.567,0.737,0,0.399,0.262,0.174,143.999
Looked Up To The Sky,Uneducated Kid,3bVDunQjcXQlZ1U4nk7vWT,0.0723,0.732,0.824,0,0.21,0.0351,0.629,129.931
서있어,CHERRY BOY 17,0S4dJNVnLwmRlRQ348RshA,0.0241,0.49,0.809,0,0.107,0.348,0.214,72.287
No Doubt,MIRANI,1JS6uJeYOerdx7U5y9Tbdc,0.0272,0.637,0.764,0,0.169,0.216,0.257,166.921
8 bars game up,SUPERBEE,0L4djl0ggbJUEY1n2PuV4r,0.0736,0.641,0.786,0,0.178,0.345,0.738,138.037
ALL IN,Uneducated Kid,1NMnORU6jTsUDmevvcg8yD,0.317,0.766,0.783,0,0.158,0.262,0.467,159.995
MOMENT,CHERRY BOY 17,2qoTNHMoxQjPffxUAL9a6Q,0.0885,0.656,0.76,0,0.116,0.0943,0.392,172.886
$UPERBO₩L (feat. Don Mills),KAMBO,2GOughtZDgNyTerff1QYr5,0.191,0.822,0.695,0,0.126,0.155,0.515,129.953
Bounce Back (feat. Vapo & GIST),DUT2,71Nlpfb1mhI5LIHDYhdoQa,0.198,0.713,0.746,0,0.329,0.0845,0.635,93.003
K.O. (feat. Mac Kidd),Sycho,4Ayc7M0iybDZqZan2yxWIa,0.0554,0.9,0.84,0.0000128,0.101,0.275,0.643,105.026
2BD (feat. lobonabeat! & ZENE THE ZILLA),KOR KASH,16rL7q7V08qCfZNS9fWZeZ,0.00916,0.768,0.831,0,0.349,0.11,0.448,150.046
OVERTIME (feat. Yescoba),STEEPY,32ABl8lvPPd0IqXTvVdNOy,0.108,0.802,0.666,0,0.331,0.266,0.568,151.851
Ouu Ouu (feat. unofficialboyy & Lil tachi),ROH YUNHA,0OXfreKm4ZITn1vCcZLlo7,0.0475,0.921,0.593,0,0.0724,0.225,0.575,94.034
SLIDE (feat. Chillin Homie & Blase),KHAN,2gef02SzAOGE9QKgxwMW9i,0.00317,0.622,0.665,0.0000048,0.351,0.0721,0.385,173.906
Spend over (feat. Dbo),YLN Foreign,1nv7wC6Jx8hLslcBob8Py8,0.00335,0.758,0.848,0,0.101,0.165,0.459,94.981
light it up (feat. LIL GIMCHI),heroincity,36rFeJ4jO7QF895h211l2N,0.055,0.727,0.658,0,0.103,0.0886,0.55,164.076
Cockroaches (feat. Sikboy),Yonge Jaundice,3R7Mqg1N1JTDOzkNmP1YvR,0.121,0.726,0.729,0,0.373,0.32,0.703,92.771
DNA Remix,Jay Park,64m44h2nTKmBczXoDkbErt,0.053,0.793,0.757,0,0.0837,0.193,0.249,165.969
Do My Best (Feat. Jessi) (Prod. Way Ched),D.Ark,7w115PrDV6KB1WrhQAtQsZ,0.149,0.802,0.86,1.30E-06,0.315,0.0547,0.723,109.011
"Ooh Wah (Feat. CHANGMO, Wonstein) (Prod. Way Ched)",TRADE L,71lQtAihaaI5YnWJnZzxPq,0.167,0.699,0.815,0,0.461,0.0714,0.789,90.007
Self-Check (Feat. Nucksal),Roh Yun Ha,5qwJSoULfwRn2RtyUFLjWU,0.0614,0.822,0.766,1.41E-06,0.226,0.127,0.314,97.974
NARO (Feat. Loco & Simon Dominic),Touch the Sky,6Looe9h6A9rOq57FXGOgE8,0.0324,0.756,0.667,0,0.147,0.122,0.708,144.9
INTRO (Feat. Jay Park),PARK HYEON JIN,7tk4qEuY7cWeso5WyXgvqN,0.262,0.778,0.723,0,0.0864,0.0444,0.721,94.997
Mentors Remix,Choi Eunseo,4Ol7M9n6pojDdDCGchQEzc,0.145,0.513,0.677,0,0.0975,0.361,0.396,96.926
"SUPERNOVA (Feat. CHANGMO, GSoul & DUT2)",TRADE L,0qaKZzxxFzRGnbvGmfcs5S,0.369,0.632,0.781,0,0.199,0.0566,0.234,91.041
Red Light (Feat. BIG Naughty) (Prod. CODE KUNST),Touch the Sky,0dLsjLIoEpiBWVvYO0jfB3,0.307,0.806,0.627,0,0.102,0.0683,0.336,130.008
I’M FINE (Feat. Yumdda),JAEHA,5w2WQ24nkuhuPArfvBLCvX,0.00415,0.639,0.716,0,0.0585,0.0842,0.619,87.552
"ISLAND BOYS (Feat. sokodomo, pH-1)",Lil Bemo,4oI2C9d4zYW3nVkKj19btE,0.0638,0.92,0.671,0,0.0847,0.111,0.543,103.993
Cold (Feat. SUPERBEE) (Prod. Way Ched),D.Ark,187yTccJjpINpPGWH1qtDy,0.198,0.771,0.682,0,0.109,0.116,0.555,77.987
Meu Tempo (Feat. BIBI & Simon Dominic) (Prod. GRAY),Vapo,1nM7C8olIT4wk6Fji2ILYd,0.405,0.754,0.888,3.71E-05,0.0793,0.0658,0.621,105.035
Kiri Kiri (Feat. ZENE THE ZILLA) (Prod. Way Ched),Baegie,5eYhalMKfODUjgGni3FCDK,0.0855,0.667,0.711,0,0.335,0.296,0.686,143.929
"Bow Wow (Feat. Blase, Coogie & Simon Dominic) (Prod. GooseBumps)",Roh Yun Ha,3h6Aux00KIYSNp6mZnxBEK,0.0384,0.91,0.647,1.83E-06,0.0805,0.226,0.71,94.072
CHOO RELIGION (Feat. Yumdda),Choo,0uxoep8fVTQeLLvTEY18JY,0.0118,0.849,0.574,0,0.153,0.108,0.351,122.066
Methane Hydrate,Roh Yun Ha,2ahLm3N78NZlpkwpDw5ZO8,0.0975,0.641,0.932,0.000375,0.207,0.136,0.81,177.945
Numbers of Cases (Feat. CHANGMO) (Prod. Way Ched),D.Ark,7vOV2q2fHxvrREUtiYrkXx,0.497,0.444,0.661,0,0.0777,0.239,0.547,179.869
At Night,Simon Dominic,0da5hji35BCVb7nC8gRQzF,0.114,0.738,0.57,0,0.122,0.219,0.306,100.009
WORK!,Lil Bemo,6nF6AUri9Id6wS3WbNhWKz,0.148,0.754,0.733,1.01E-05,0.118,0.166,0.79,172.127
Chris Brown Moves,h3hyeon,2XwPm7bHwpI1yvZWFV6zyS,0.0466,0.815,0.795,0,0.0765,0.0484,0.841,100.994
Emoji,Touch the Sky,5l5CZmMzzRXIe4rffRYKb2,0.0663,0.721,0.837,0,0.0736,0.0631,0.698,130.035
Jeon Woochi (Feat. CHANGMO) (Prod. Way Ched),TRADE L,4y7RnQdNWS8CzrMH4YuV8j,0.00735,0.745,0.572,0,0.274,0.131,0.444,137.897
Elizabeth,h3hyeon,5sfmTMTQ5Krnto74vKeOaS,0.181,0.856,0.744,0,0.103,0.0711,0.923,125.014
BIG BIG BIG (Feat. Simon Dominic),Roh Yun Ha,71Ix5Ot48mYP5pLQbOzKxV,0.00181,0.749,0.777,0,0.336,0.136,0.837,153.12
BACKPACK (Feat. CHANGMO) (Prod. Way Ched),YUNG CHENS,6Vnw4p90Onr9ykTKSimaJX,0.395,0.639,0.84,0,0.573,0.0974,0.759,96.034
"GREEN LIGHT (Feat. Jay Park, pH-1) (Prod. WOOGIE)",PARK HYEON JIN,3KxadSAONZRtjuLpyZVZlp,0.179,0.653,0.746,0,0.0922,0.089,0.736,163.997
GO HIGH (Prod. by CODE KUNST),Lee Young Ji,3BthXz6vCOmvuufWICuSbF,0.648,0.72,0.775,0,0.0863,0.313,0.694,128.083
Popcorn (Prod. by Nutty),AQUINAS,3StcBakSmgezkoqMpcI44Q,0.353,0.747,0.873,0,0.16,0.259,0.632,113.96
MY WAY (Prod. by Minit),BlueWhale,4ZIb5EXRNXMCyo0JAgfodl,0.0617,0.699,0.911,0,0.142,0.0782,0.609,103.987
Jang Won Geup Jae (Prod. by Godan),$IGA A,79jY6j77E7yOHqhj8RsgCz,0.43,0.766,0.906,0,0.423,0.202,0.743,108.971
"8 (Prod. by MoonMean, Paco Rabanne)",TANGTHEAWESOME,5lXQ1gTssv8iG5I3fPRCD0,0.201,0.538,0.865,0,0.348,0.334,0.337,104.947
Global Extinction (Prod. by GroovyRoom),sokodomo,1YN0qLGrBPPh1tDQQ1Um6T,0.271,0.593,0.813,0,0.0877,0.129,0.821,162.223
READY (Prod. by CODE KUNST),Lee Young Ji,4YiBNErssg5EHsX1N2P112,0.665,0.546,0.866,9.16E-06,0.294,0.31,0.361,91.788
HERE (Prod. by CODE KUNST),Young Kay,0CLJv5Pc0DZbuo78MqLyrG,0.209,0.757,0.654,0,0.167,0.134,0.52,135.938
WINNER (Prod. by Bangroz),HOTCHKISS,1nqtMmpWJnicC58BTVn9mt,0.301,0.756,0.716,0,0.0908,0.222,0.567,80.083
Go Fi Dem (Prod. by clay),ITOWNKID,5gFU3pkzqc47EOZuqY1oso,0.0588,0.705,0.906,0,0.0965,0.243,0.259,90.035
Yeah uh (Prod. by clay),AQUINAS,51FkodtBvoBB9GlfTiso3S,0.283,0.7,0.907,0,0.131,0.266,0.538,100.985
Follow Me (Prod. by CODE KUNST),Lee Young Ji,0QcnFmHjxx0DMUe2sko76h,0.406,0.819,0.857,0,0.408,0.306,0.713,132.035
Drama (Prod. by MoonMean),BlueWhale,3O0o5QiAxR2uIh53i5OGPz,0.566,0.663,0.916,0,0.108,0.113,0.77,125.958
DOGSICK (Prod. by Ian Purp),Lil tachi,1cRMqeML7lOpNpSRHmymjC,0.125,0.942,0.768,0,0.133,0.305,0.397,125.997
Mask on (Prod. by Padi),$IGA A,1IcxiyP19E753bVg1PyYwa,0.532,0.579,0.87,0,0.138,0.487,0.734,88.36
Freedumb (Prod. by BOYCOLD),sokodomo,0TYvAztq0ngncXmdaBQT1k,0.415,0.643,0.913,0,0.353,0.111,0.718,74.977
I'm Fine (Prod. by GroovyRoom & APRO),Sandy,4LoLbgUuCyM61suaYR67Y7,0.46,0.853,0.9,0,0.181,0.228,0.874,123.977
Cowboy (Prod. by ASSBRASS),$IGA A,4oG76ADiYyklUwT2AIZx0d,0.158,0.72,0.96,0,0.384,0.232,0.7,138.043
how are you (Prod. by CODE KUNST),PLUMA,6CPr3IwEV1CfTSEO140SyQ,0.306,0.478,0.735,0,0.292,0.367,0.432,159.909
CAMOUFLAGE (Prod. by Coa White),Lil tachi,4T4QKh7BDD5vAt51X5oxC5,0.0263,0.825,0.813,0,0.268,0.355,0.548,167.943
U.F.O (Prod. by GroovyRoom),sokodomo,6dBXiX3nfKWb95pvhw2cLH,0.266,0.775,0.89,0,0.127,0.197,0.815,132.041
G.O (Prod. by CODE KUNST),Young Kay,2e7wbE97l2Dk2iXxOq1ju1,0.168,0.82,0.817,0,0.28,0.286,0.418,120.021
Ggggwung (Prod. by Nutty),ITOWNKID,4Mb0O8cilbeWLz5xAuwPBm,0.195,0.748,0.835,0,0.0964,0.199,0.595,139.965
Orange Tree (Prod. by CODE KUNST),PLUMA,0lHJzJ44YWRLbVzU3c597a,0.524,0.573,0.828,0,0.116,0.268,0.836,165.813
Metamorphosis (Prod. by GroovyRoom),Nerdboi,1sAKKrvo1sH3WUN8Ux2Sp9,0.0153,0.808,0.852,0,0.28,0.273,0.641,118.131
Cheat Sheet (Prod. by STAFFONLY),AQUINAS,6fqS3E4eAY0344Bf679ndh,0.102,0.833,0.925,0,0.318,0.307,0.758,143.912
I'M HANDSOME (Prod. by 기리보이 & Minit),TANGTHEAWESOME,20FTdPeAeLBBmOpWoD6PS2,0.325,0.773,0.9,0,0.334,0.127,0.945,138.024
Blue Whale (Prod. by Nutty & STAFFONLY),AQUINAS,77ZQemPJGXXtbU7pQ0G43t,0.0357,0.739,0.877,0,0.328,0.219,0.862,120.083
Mirror (Prod. by GroovyRoom),sokodomo,33EX6asCsbfeIDAtj3Z3Xv,0.351,0.796,0.878,0,0.221,0.312,0.649,163.089
Snow (Prod. by GIRIBOY),Lil tachi,7ryamQN3BIUm92CyJCh9pp,0.185,0.898,0.654,0,0.0755,0.26,0.71,143.024
Wishing On A Star (Prod. by CODE KUNST),Young Kay,2xLv5951UoWWX38RS9FszA,0.0512,0.565,0.906,0,0.201,0.233,0.562,160.04
Wing Wing (Prod. by 기리보이 & Minit),TANGTHEAWESOME,55r8nZTBuV5FtQnEZpReHp,0.0609,0.772,0.815,0,0.0977,0.0823,0.506,133.089
Graduation,HAON,0vfkrKH4vh9f3SH4t0YLX7,0.0669,0.901,0.781,0,0.113,0.0954,0.681,110.023
Boong-Boong (Prod. by GroovyRoom),HAON,3uJN5Acv1WMsITAEvHuJox,0.443,0.823,0.697,0,0.085,0.0533,0.929,136.03
Lee Rohan (Prod. by Padi),Rohann,5MmDbUVKsC7GyFx03PYqUY,0.531,0.775,0.819,0,0.228,0.189,0.396,95.936
YAHO (Prod. by Jangsoo & Padi),ASH ISLAND,2i5DlLh9HKjWDQnsLTqoET,0.256,0.8,0.902,0,0.169,0.36,0.531,139.926
053 (Prod. by Bangroz),Jowonu,2onaH2HQM1OavCqGZY7Y9l,0.0586,0.81,0.781,0,0.0699,0.267,0.822,98.088
LOOK - Bonus Track,Yong $ice,0MZgcXkmjfh0o4AVnYGszd,0.152,0.568,0.891,0,0.122,0.382,0.596,140.13
mi color (Prod. by Dok2) - Special Track,Jowonu,2YAeDo47nEOvb7Aw0uacDd,0.343,0.572,0.832,0,0.0988,0.334,0.689,89.939
Good Boy Syndrome (Prod. by 임재형),Bang JaeMin,7wec5IAESEztkrEKPn5wwp,0.515,0.487,0.726,1.27E-06,0.142,0.334,0.376,82.089
Take off,PULLIK,0HOjajVMtFb9VAA9LNxnxI,0.179,0.535,0.785,0,0.0343,0.35,0.948,84.733
Movement (Prod. Bangroz),Yenjamin,4dZx7UBZwxIasq3A1qQlQi,0.399,0.467,0.948,0,0.16,0.465,0.33,143.142
Alone,Bully Da Ba$tard,0iLytN0L2opiug63ObSpFE,0.244,0.792,0.629,0,0.127,0.113,0.449,110.096
Night Vibe - Remake,Clloud,724vTCw3YkpCXpXOycxQb4,0.124,0.634,0.806,0,0.0652,0.218,0.492,117.566
On The Tree,Kim geun su,5RvSDFVR9UlG3ygNR7VvYS,0.097,0.79,0.768,0,0.0873,0.0866,0.555,120.031
What Time (Prod. Bangroz),H2ADIN,7iQXxSurrQ6UdSNMUMpoEg,0.267,0.721,0.919,0,0.414,0.287,0.699,94.348
Cause (Prod. BOYCOLD),VINXEN,7x3RrW2zEgFlTCDQHvSucE,0.803,0.692,0.592,0.000189,0.186,0.24,0.459,107.962
Aim,WEBSTER B,5nUn7nElUydnPYi6YhyoF3,0.294,0.617,0.857,0,0.0655,0.374,0.522,89.641
Adios (Prod. BOYCOLD),HAON,2K5jKLoaAGjTyIJFgBN9rN,0.255,0.698,0.786,0,0.108,0.272,0.316,92.881
MADMAX (Prod. GroovyRoom),PULLIK,0FjEYIrcbwB0uSN10Enx7S,0.0261,0.745,0.792,0,0.073,0.0691,0.67,115.998
Young Wave,nongmill kim,6tTPb1QYiM2odMg73kTxqG,0.257,0.85,0.733,0,0.164,0.15,0.494,109.988
Santah Claus,Kim geun su,4LeI9xPnvx2eKr8nwUe8tQ,0.151,0.684,0.814,0,0.186,0.257,0.537,85.007
Break Time (Prod. Bangroz),Yenjamin,0RpNx3mGb0PM2tgQaQwnjs,0.02,0.767,0.976,0,0.0969,0.18,0.585,125.019
March,Young $ice,3xmB7dqk7VRFGaB6olgFmD,0.0259,0.873,0.765,0,0.107,0.225,0.448,142.022
buddy-buddy (Prod. Bangroz),Yenjamin,3FDfUVIsuH75UxTumPELPO,0.294,0.656,0.834,0,0.325,0.33,0.331,139.871
The Little Prince (Prod. Godic),HAON,7rJaRkfLLhOBkdyJ8OCPSq,0.0183,0.833,0.932,1.22E-05,0.11,0.147,0.294,114.994
RAIN (feat. Deepflow),Bully Da Ba$tard,09UT47NuxiaQjPRG3ARinj,0.36,0.691,0.788,0,0.335,0.44,0.51,93.909
"Like It (feat. Hangzoo, Boi B)",WEBSTER B,2Tvbi6YCiHfqedMF6UqEh0,0.154,0.856,0.795,0,0.0709,0.152,0.824,115.021
Mask Off,Kim Geun Su,44CqHwKENyq3STawSPy4HT,0.508,0.737,0.894,0,0.102,0.098,0.531,127.905
Asian Drum (Prod. SLO),WEBSTER B,2iP3HyTDUf9gk0NrCYINfS,0.0477,0.698,0.808,0,0.0952,0.0897,0.181,140.031
The Boy with Glory,Lee Dongmin (ICE PUFF),1aoCM3qspeHzLssGPpxXsE,0.0456,0.829,0.912,2.88E-06,0.345,0.197,0.524,115.993
Bell,snzae,0JWog912MK1yQbdawLOhIQ,0.739,0.698,0.727,0,0.0806,0.419,0.814,81.856
Star,Mac Curly,0rQLCkdMqNFX40U8CqZt93,0.17,0.628,0.842,0,0.254,0.412,0.174,142.166
