Song Title,Artist,Spotify URI,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Speechiness,Valence,Tempo
Perfect Man,SHINHWA,115a4lQhDJGnu4QVSa8bUW,0.0247,0.751,0.912,0,0.0778,0.0391,0.804,108.002
Cowboy,Click-B,6pBKrXpNe0BHNfi8hJ5IEY,0.0449,0.813,0.84,0,0.318,0.164,0.826,96.951
Road Fighter,SECHSKIES,2xoCyFfFSJdsXgkKNF0eWF,0.0244,0.683,0.989,0.000278,0.0565,0.108,0.602,140.012
To My Boyfriend,Fin.K.L,0qD5kstOSUeLUQgW3cuhcD,0.0112,0.773,0.857,0.00798,0.364,0.032,0.909,135.007
We are the future,H.O.T.,2khPCdofF2cFTDKjINZavV,0.00105,0.708,0.983,7.27E-06,0.0838,0.0529,0.708,130.014
Na Na Na,Steve Yoo,5NEyoTXkeo2L6UkRgRgSKD,0.0937,0.765,0.839,0.00474,0.853,0.0627,0.82,105.305
어머님께 To Mother,god,4DRw26g8obnUsqKBJp6knP,0.705,0.745,0.558,0,0.429,0.154,0.577,80.002
Killer,Baby V.O.X,6FNzGOfb27z0xahzEHv9si,0.00234,0.803,0.913,0.0412,0.338,0.0377,0.932,113.059
Just A Feeling - Original Version,S.E.S.,7BrWFGg6iIfSVDO7IVKAbN,0.0824,0.761,0.947,0,0.0829,0.0634,0.822,111.991
너의 결혼식 Wedding,SHINHWA,0bjz3D1sw6AoSGhhKzikbt,0.0216,0.816,0.886,1.09E-06,0.0993,0.18,0.823,108.045
Fogetten Love,Click-B,4EpwZakcikSrgDCqcLXAok,0.0128,0.604,0.99,0,0.373,0.0372,0.801,140.002
0%,god,4QyJ9NbwZSXu9wcQpHiwqP,0.185,0.807,0.715,0,0.0702,0.0703,0.531,126.075
Hwanyoungmoon,Click-B,0WI4YqBDb79uzP6w0wTYfP,0.0114,0.64,0.941,2.82E-06,0.492,0.0604,0.646,115.977
달리기,S.E.S.,6PxV0qSZZ4Wv4mtv4UcKWo,0.209,0.763,0.822,0.00253,0.139,0.0344,0.879,102.988
Get Up,Baby V.O.X,5PmzpRLsWoWhgjpFZ6Hh9i,0.0359,0.808,0.888,0,0.283,0.0504,0.946,112.059
School Byeolgok,SECHSKIES,6Oy1lOvrRblOf8hgRP0KYD,0.0042,0.656,0.977,0,0.842,0.0573,0.309,115.022
야야야,Baby V.O.X,3tdjYReotb6TUeDNUl3bRV,0.229,0.722,0.88,0,0.231,0.031,0.802,112.03
To Be Continued,Click-B,7L4fxoCYiWzFWepXU3yv9m,0.331,0.688,0.731,2.95E-06,0.0689,0.0591,0.728,90.074
Be Natural,S.E.S.,33dU6vAuJLgSIDXcOPFKqf,0.0165,0.632,0.709,0,0.0817,0.25,0.633,177.991
Only One,BoA,3Hyl7YrOtBcnh1geON2kSO,0.136,0.641,0.645,0.000145,0.145,0.0366,0.546,90.027
Girls On Top,BoA,5AjjiajghftDZd5qO5YRCQ,0.00909,0.741,0.933,0,0.262,0.0439,0.757,109.995
Friday Night,god,6HW5rmg4NtHTWQExmbh9Wa,0.0156,0.872,0.751,1.29E-05,0.0442,0.0582,0.632,110.032
Vision,Steve Yoo,0ijms7rWvEqB7TIIE3kCbG,0.0627,0.771,0.973,4.97E-06,0.192,0.049,0.705,118.989
반대가 끌리는 이유,god,7CZiB2IQO8Rfwc6EpoYRB5,0.0494,0.891,0.656,0,0.274,0.164,0.823,104
I'm Sorry (Feat. T.O.P),Gummy,6UF4dbXnxEL2kTKDoGAUS8,0.0407,0.751,0.675,0,0.306,0.0482,0.685,125.029
지운 얼굴,Rain,59CYOWfGI9HEtxv4b4sTvx,0.522,0.706,0.698,0,0.236,0.0446,0.594,95.991
A Better Day,JTL,0TpJgjTSFekS05ZyQFIUzp,0.0683,0.722,0.655,0.00326,0.041,0.068,0.739,81.022
Haru Haru,BIGBANG,1L4d2lafz1odpIMe8va21X,0.166,0.687,0.914,0,0.0858,0.0437,0.675,126.001
Tell Me - Rap Version,Wonder Girls,0j4amgyatouEP4Ox3qDrYk,0.109,0.793,0.946,0.000181,0.296,0.033,0.969,126.991
History,EXO-K,3AmxvnqctdvnJnyNPaHTbv,0.000252,0.753,0.808,0.000194,0.0371,0.0812,0.603,110.856
Love Like Oxygen,SHINee,0B7QAF2ByMFCp1Ls5ov6R7,0.0138,0.565,0.783,0,0.434,0.256,0.832,196.565
Fiction,Beast,69QlYqNJeZG14R4an2aoJv,0.223,0.665,0.866,0,0.373,0.056,0.455,128.041
Breath,Beast,7n8mDoVNjR0WtD1kw4nT1F,0.0358,0.687,0.851,0,0.153,0.111,0.479,128.008
Replay,SHINee,3lezH4ocsAaxqVGL8E0pS4,0.149,0.724,0.792,1.84E-06,0.11,0.084,0.58,100.009
So Cool,SISTAR,4yHrnHRkY8ZEZUHPdsRno2,0.0261,0.75,0.944,0,0.416,0.0455,0.921,128.015
Bo Peep Bo Peep,T-ARA,5YmdSZOeb1CZW1AbP6c9EG,0.00974,0.824,0.95,0.000118,0.199,0.0308,0.97,128.031
Every End of the Day,IU,5m2tbM2w8mG76uwFgla2iF,0.0813,0.65,0.79,0,0.311,0.0294,0.387,108.939
LA chA TA,f(x),4vfyrKuMEL6tAo65jMALsy,0.0633,0.828,0.898,0,0.0758,0.042,0.914,113.948
Venus,SHINHWA,4sKAJE5FVYmltDGtmrG1c6,0.0784,0.712,0.881,3.38E-06,0.215,0.036,0.821,125.989
What's your name?,4Minute,13xfTHyEclnBd7XAS1P5Er,0.185,0.738,0.889,0,0.0661,0.073,0.914,115.041
Chu~♡,f(x),2NAT52rmZWuQWv3F3SolId,0.0279,0.873,0.711,5.55E-06,0.0756,0.0394,0.81,125.011
Wedding Dress,TAEYANG,2NO4CA2TFvhGeg7XMz8PmT,0.122,0.729,0.669,0,0.129,0.0347,0.707,133.943
Be Mine (INFINITE EFFECT ADVANCE LIVE Ver.),INFINITE,2A65huw8J22uleZ89cx8Es,0.0296,0.583,0.956,0,0.434,0.119,0.436,130.018
You'll Never Know,Fin.K.L,06usPBPClkSkpEn51nOUbg,0.56,0.738,0.664,0,0.0826,0.121,0.543,90.012
It′s Raining,Rain,7gH0gjbvNKZJtryOUNW2Yt,0.0172,0.783,0.875,0.0233,0.217,0.0663,0.385,103.953
Oh Yeah,MBLAQ,6ZiUqGTo40Xl0DqePb3eZd,0.0837,0.8,0.753,1.34E-06,0.0831,0.159,0.566,119.984
This Love,SHINHWA,1tYpbWzCSZjWz6tZxVbyzC,0.0316,0.717,0.789,0,0.0978,0.076,0.761,127.98
파도,Un,66Ea5DkLH0Ok6wR2zuqZcM,0.0632,0.64,0.954,0,0.387,0.0367,0.809,138.05
My Sweetie,BoA,3TizzRfLv29Iv3wUgCSQ77,0.0545,0.604,0.923,0,0.0882,0.24,0.923,194.006
HUG,TVXQ!,3fB6z972xZddHD2SBKYCMc,0.225,0.756,0.806,0,0.104,0.0428,0.742,109.956
너 때문에 미쳐,T-ARA,5vCXnSlbAEkuJ3w2O0ALan,0.00244,0.709,0.639,0.0697,0.0865,0.0399,0.439,135.013
POWER,B.A.P,3qD6JLux32D32vIfTpTwGM,0.0898,0.588,0.966,0,0.0524,0.0982,0.181,93.976
Clap Your Hands (박수쳐),2NE1,1h5o1bj7HccZOYZWY5OXEE,0.0751,0.836,0.919,0,0.191,0.136,0.872,101.927
죽어도 못 보내,2AM,6PHctRrk4oCNORizN1TEbe,0.207,0.574,0.772,0,0.151,0.03,0.543,136.857
My My,Apink,7lrLDy8ZYL5KLx2Z9GZTaP,0.0151,0.68,0.949,3.62E-05,0.0433,0.039,0.555,107.988
I don't Know,Apink,5DM5iNhImOgjBW3c5OgYLn,0.0708,0.627,0.841,0,0.128,0.0287,0.274,132.052
Heart To Heart,4Minute,2Vs5y1cLMIbZHUy3E3dhS9,0.403,0.722,0.72,0,0.0578,0.0404,0.548,129.961
Shady Girl,SISTAR,7rWRuFyvRqMlUh8rUTuWqb,0.0683,0.789,0.881,0.00071,0.0687,0.0483,0.894,124.979
Into the New World,Girls' Generation,24Gy6lVtCd8nOL2vzZiFyV,0.0531,0.699,0.908,0,0.116,0.0334,0.6,108.023
Supa Luv,TEEN TOP,16rn4UsqU9Gwy4nYOYgJtQ,0.00166,0.703,0.845,0,0.16,0.0456,0.606,116.028
MOYA,AOA,6glpcXkXExtumL9zGeK2uM,0.252,0.902,0.77,0,0.0654,0.0516,0.894,122.993
Love Sick,FTISLAND,74KrjA5CWRr2elkzhJo6si,0.252,0.518,0.708,0,0.176,0.0375,0.22,119.847
니가 있어야 할 곳 The Place You Belong,god,7AYSLiGvyyPlZZ4Kxa44nZ,0.0279,0.829,0.879,1.56E-06,0.0814,0.0703,0.65,116.003
How to Run From the Sun - Gtr.Remix,Rain,2ESHlCrJsHzgx8XL1MCkFo,0.389,0.829,0.541,0,0.0979,0.0601,0.41,90
Don't move!,Block B,0Wjzv69qjjBq4apcPOlOB2,0.0806,0.756,0.94,0,0.394,0.111,0.908,125.976
(Bonus Track) Voice Mail (Korean Version),IU,0MMUVb6JJzOtMyTx9qrAjy,0.88,0.448,0.355,0,0.0996,0.0314,0.221,119.859
10 Minutes,Lee Hyori,2Tfv41qZ0U3ahZiKiDBa4a,0.0464,0.934,0.671,0,0.085,0.0754,0.869,96.371
You and I (Park Bom),2NE1,14Pn9Vd2GKwQrVYADgCZ5l,0.018,0.661,0.784,0.0837,0.0844,0.0513,0.689,161.838
I Am The Best,2NE1,26EM9sZnQkLLQxixGd88KE,0.00767,0.819,0.844,0.00834,0.056,0.038,0.687,127.997
Don't Leave,GD&TOP,2vcQDCJ2u67N9wkV4B31Um,0.00406,0.747,0.772,0,0.0499,0.15,0.89,118.965
Shampoo,After School,50JMmvCIMZCniuFeCOsRc4,0.201,0.659,0.907,0,0.106,0.0346,0.628,126.94
Get Ya`,Lee Hyori,7nUxEJdRwUy2KSTxzO2zYM,0.0359,0.873,0.855,0.000126,0.0321,0.144,0.851,130.027
Gee,Girls' Generation,2BQIMF7CyLe2xAKzh74A4C,0.292,0.749,0.923,0,0.111,0.0277,0.727,99.975
"O - Rearranged Version, Live",TVXQ!,3RYPF6Ejzo2BnymBkKmu45,0.0262,0.679,0.938,6.34E-06,0.959,0.0646,0.46,115.01
UGLY,2NE1,2OxINyqTtAuKmLE6Ki219o,0.0548,0.667,0.772,0,0.0975,0.059,0.494,127.957
Clap,TEEN TOP,02tK0ekgQFQD8oYXUJ9tby,0.155,0.865,0.913,0,0.0593,0.135,0.447,127.973
Better Together,SE7EN,07BrAHEuDfgZ3mtHZyCa6u,0.00971,0.782,0.813,0,0.344,0.0384,0.789,119.999
Don't Touch my Girl,BOYFRIEND,7nK4hyMZkGCOjEot2Tbz3p,0.0392,0.539,0.928,0,0.27,0.06,0.916,147.927
I Feel You,Wonder Girls,1gdTztk1x8HCDlxcSR8vp3,0.0256,0.491,0.897,3.50E-06,0.064,0.0544,0.533,118.771
Baby,EXO,3pnvvqhkOYq0kTgLaT4BCA,0.077,0.713,0.864,0,0.0905,0.043,0.759,137.956
Lucifer,SHINee,7xAACq6jlGqXw4bNCTYcm6,0.0323,0.75,0.914,0,0.107,0.0518,0.866,125.034
The Ghost of Wind,ZE:A,46BXtEtAA4ScdKxy026cIY,0.0154,0.68,0.91,0,0.106,0.101,0.941,125.015
Why So Lonely,Wonder Girls,3mKK73NhylzXdHV4qZGxI4,0.111,0.634,0.726,0,0.111,0.133,0.809,155.161
Damaged Lady,KARA,1X1Z8YnSOYkgzWBEYGoF2M,0.0547,0.593,0.933,8.82E-06,0.062,0.079,0.751,93.017
The Boys,Girls' Generation,4sRQg2aoec0VIvQ7GZPGMy,0.142,0.885,0.937,0,0.103,0.0898,0.878,114.974
Fall in Love,JEONG SEWOON,2caagUVhaFFpWXop75bSt8,0.725,0.417,0.396,0,0.119,0.0279,0.434,64.094
You Are My,HYNN,6MA2KOOiWZAgUmqADg3YWF,0.628,0.404,0.275,0,0.135,0.0289,0.132,139.558
Secret,YELO,5LW6IBFQka3WDsaloVlEVj,0.624,0.56,0.553,0,0.105,0.0486,0.205,73.972
Lonely night,Dasutt,0zXc2LsLvQ60jDNObvqTRk,0.424,0.497,0.551,0,0.112,0.0298,0.126,115.849
History and Mystery,Ra.L,5LdGNC63ufqSFe4RauOToR,0.576,0.323,0.513,0,0.137,0.0448,0.234,109.897
Keep Me Busy,Punch,6RQJn6zIOXt57vvkT1bjSc,0.548,0.482,0.611,2.94E-05,0.129,0.0514,0.151,149.876
I’ll Embrace Your Past,Bo Hyun Ahn,068TBg8PXTiiTmPogHDQRi,0.748,0.508,0.346,0,0.0989,0.0333,0.225,137.855
love condition,Roh Yun Ha,6HcbotM1ErtNzmT3zuiwKj,0.126,0.704,0.935,0,0.38,0.164,0.463,99.976
You Were Beautiful (My love X Kim Min-seok (MeloMance)),Kim Min-seok (MeloMance),5RrUPK9KuZcaVcO0aJwCdy,0.509,0.497,0.596,0,0.129,0.0379,0.333,167.948
Let's Stay Well (My love X Roy Kim),Roy Kim,3BlFzuu8yqE4bMrHKTViee,0.665,0.362,0.364,0,0.118,0.0368,0.296,75.663
Rocker's High (Rock Battle ver.) (Feat. Lee Juseung),DEVSISTERS,2AQyPXWSz3VGPqh7xqwvh8,0.0206,0.561,0.879,0,0.203,0.0635,0.759,136.877
Heart Race,Byeol Eun,60uh5g34YgIU9QIOt87Jcg,0.49,0.443,0.533,0,0.348,0.0402,0.478,159.532
Only You (My love X CHEEZE),CHEEZE,5PR7KeW3YOmGYVQcfMGyln,0.549,0.499,0.661,0,0.233,0.0476,0.634,168.144
Blindness,SOLE,2ZhlLjvrhfwjtTkyDynNVE,0.177,0.614,0.675,1.35E-06,0.107,0.0484,0.174,123.026
I Revive,HAN SEUNG YUN,7p0ioxh3zkPuvpnVdqVJ2K,0.0503,0.623,0.619,3.01E-05,0.124,0.0301,0.453,127.999
Behind,Yang Da Il,31J3EB7lTTqXDuu2SDYGpR,0.25,0.523,0.734,0,0.196,0.0477,0.413,79.982
Night,JUNIEL,3uPapkDYsrq0VRkTZ7auux,0.881,0.592,0.607,0.0103,0.0717,0.0374,0.468,119.956
Silence,Sunwoojunga,4jo1vWSksZ88INZrc3EEhz,0.958,0.272,0.177,0.00119,0.111,0.0343,0.135,189.637
End The Night,MIRANI,3kjVMArbdPikj11THpg5YU,0.0391,0.616,0.608,0,0.148,0.0602,0.264,161.98
Karma,SOLE,4A4oDhN3dSzxG8PlT6UBI9,0.562,0.67,0.641,0,0.367,0.0328,0.362,120.003
우연같은 운명,Sondia,75NMEQiY5LbOG5WVZmngIp,0.686,0.541,0.386,0,0.121,0.0314,0.396,143.73
Promise,58ddal,0d2vx1CWwl3LW4kVcun7Ju,0.581,0.61,0.704,0,0.192,0.025,0.37,111.969
Why break up? (My love X Jeon Sang Keun),Jeon Sang Keun,668e9vwoz1MhnFai3fNvHF,0.589,0.509,0.503,0,0.36,0.0365,0.236,127.984
Love from a Real Heart(2023),LEE CHANGSUB,0Muf8pCSuf50DOoWs9ABVz,0.325,0.297,0.752,0,0.155,0.0447,0.285,156.134
Tell Me,RIO,61BP0xUAwiYULnLWKeziso,0.89,0.521,0.183,0,0.102,0.0338,0.225,135.56
wander,Mew,5gzuXMBkHADurR2quS47Dg,0.756,0.544,0.353,0.000153,0.114,0.029,0.0974,121.863
cracked,DONGHAE,2HlTb0DQEKxcr2755iNRzh,0.0428,0.572,0.892,0,0.335,0.0404,0.788,129.955
For My Love(2023),Ulala Session,3V8fMqqEnhsUuG77YXQMeY,0.59,0.437,0.521,0,0.179,0.033,0.19,135.673
Only One Person (My love X Lee Hong Ki (FTISLAND)),Lee Hong Ki (FTISLAND),3vZlTN0MeWV9DCYMfvny7d,0.477,0.469,0.468,0,0.133,0.0305,0.109,129.692
Get To You,Jung Seung Hwan,2S8mZn8qjT8udtuoCziMPf,0.788,0.35,0.356,0,0.0999,0.0316,0.16,131.755
DOWN (Juicy Juicy),JO YURI,086PZ9r1W6iNjZyL8qOqTS,0.0522,0.765,0.768,0,0.186,0.0411,0.897,112.093
Yellow Light,Gaho,55187ICycOt3kwQa9Vurne,0.0294,0.587,0.867,0,0.126,0.0471,0.739,139.951
Dreaming island,Kim jeong yeon,0210Q6C5j957tPr56bFMSm,0.77,0.393,0.28,0,0.0907,0.0299,0.366,129.946
SEE YOU SOON,HYUN SU,236m8bYmecA3wBFBmY2g51,0.716,0.539,0.49,3.24E-05,0.13,0.0245,0.421,74.008
How Was Your Day?,Jae Kyung,1kTqQfvZ8jovI0HAb5i2Uj,0.773,0.512,0.444,1.52E-05,0.123,0.0292,0.174,126.404
Thank You for the Memories,Doldams,4p1rvfjnXcEVg513qZPGVT,0.711,0.388,0.455,0,0.0708,0.0542,0.47,175.57
"Break into My Heart (From ""The Good Bad Mother"" Original Television Soundtrack, Bonus Track)",박태원,5uvJnz956f6R4X9zTaa9Uw,0.0293,0.544,0.935,0,0.458,0.0369,0.928,145.017
Day By Day,Lee Won Seok,1mX6IZl5gccXiPEUitX0sm,0.629,0.633,0.82,0,0.169,0.0829,0.431,147.949
CRYSTAL,Kriz,6VXPpUHYoUB0AKqaCfGDab,0.375,0.711,0.673,5.42E-06,0.126,0.0369,0.395,127.982
I Promise,Lee Juck,3mwK3Xvg9dz0pEf286cHIn,0.522,0.409,0.479,4.17E-06,0.202,0.0306,0.141,140.519
Waterfall,U-KNOW,5n9VpeMnT7qQfsWg8J2WM0,0.593,0.6,0.748,0,0.439,0.159,0.575,104.948
Did It Myself,Kid Milli,014UbcvltWdvq1h6oNL17Y,0.107,0.772,0.801,0,0.115,0.0559,0.286,131.942
One Hundred Love,LIA (ITZY),4tyvvXI34H0YILQctQr0N6,0.844,0.534,0.356,0,0.0968,0.0307,0.349,129.352
Susanne,Jukjae,7AyrPPnMRQktj7mdoWUP2n,0.579,0.557,0.33,0.000129,0.106,0.0301,0.408,74.746
"Part of Your World - From ""The Little Mermaid""/Korean Soundtrack Version",Danielle,2ouYvmVxhKfNR1LHrMLHqM,0.914,0.382,0.177,0,0.108,0.0423,0.309,81.708
Behind,Sonnet,6VuM6TdAwEK8EGp4D13fcm,0.33,0.588,0.772,0,0.106,0.0664,0.325,79.963
As the Moon Embraces the Waves,LUDA,0lxVu29tReGIrXNOmfWK6Q,0.813,0.383,0.255,0,0.36,0.0288,0.171,139.728
I'm Still You,or&,0AopwjvGx6yY68V8uxARqv,0.86,0.549,0.417,0,0.108,0.0282,0.218,129.758
Step,Sondia,1DGoluJIZMwilqWh4qfrR3,0.821,0.447,0.39,3.86E-06,0.104,0.0324,0.0871,121.989
Angel Wings,Raina,058dHJKd8AoHDyohFmX5Y2,0.00636,0.603,0.883,0,0.112,0.0379,0.472,104.008
To You,Cha ga eul,2V0Rr5qfC2Tx3bv5mEi5I0,0.539,0.426,0.579,0,0.302,0.0369,0.446,203.797
Kiss The Rain,THAMA,00ZvMUjMundVCBeCGqhSf7,0.674,0.71,0.29,8.22E-06,0.119,0.0294,0.409,116.908
i can’t wait too long,HAMIN(BXB),4Uk6TLwgOaFrNLDD2dacJ8,0.512,0.689,0.58,0,0.16,0.0281,0.363,90.989
Wind Song,Kei,1SHozMlsPJKL6XJM5Uami7,0.515,0.43,0.373,0.000105,0.102,0.0295,0.0462,82.829
A Tale of Hoteliers (Original Television Soundtrack) Pt.4 - Stay with me,Song Ga In,0OTMfsNFRxA27AfyUre2wZ,0.448,0.531,0.572,0,0.22,0.0295,0.172,94.99
Love is Here,LUCY,57UqGZaCQFFLUbUZD0ejwx,0.0601,0.649,0.649,0,0.106,0.0305,0.468,113.986
Talk About Love,Lee Moon Sae,4jJG67ZARJRVBBIXMf0qpM,0.75,0.523,0.499,0.118,0.187,0.024,0.292,82.013
Flower(Long For You),Jang HeeWon,2lsZoElIkFgYukTEgZQrZd,0.881,0.544,0.278,0,0.0895,0.0336,0.138,99.416
Just Like You,Doha (XEED),6TxisiJlSLPa3FlzcLHzUV,0.721,0.733,0.563,0,0.152,0.0261,0.699,105.998
Good Day (My love X LEESEOKHOON),Lee Seok Hoon,7tWjUGBX3NT5gBkXqdOCrO,0.676,0.599,0.7,0,0.116,0.0646,0.426,159.707
Confession Day,GUNHO,3KZxUY5gGYzZ1W1NPe5Mbm,0.782,0.807,0.412,0,0.2,0.038,0.7,117.071
A Day For Me,안신애,5bbGJRlU89huFWFR3GE42e,0.2,0.554,0.86,0,0.372,0.0343,0.615,129.916
Still You,SEUNGKWAN,7pIpkUJOiFghCDLxono6qC,0.867,0.541,0.594,1.31E-05,0.109,0.031,0.191,139.895
Paint over,Kim Areum,3A6MocMyws8KUyyeln41L6,0.182,0.698,0.688,0,0.271,0.0534,0.742,100.006
The Road not Taken,JeHwi,17BytRtBL3ajgsOQD1cCxT,0.802,0.461,0.388,2.07E-06,0.112,0.0265,0.21,159.892
"Still Our Love Continue (My love X KYUHYUN, Jeong Eun Ji)",KYUHYUN,5Q4TkZMBO5LKcI7wqbla8V,0.607,0.43,0.449,0,0.126,0.0318,0.177,139.965
Like You Was To Me,Ha Hyun Sang,4zxZIysVIVn0vEg3MvrJsD,0.468,0.549,0.462,0,0.257,0.0267,0.186,67.031
Beautiful Day,DOYOUNG,10dRLjJYEScSWpxN8uxFUN,0.766,0.306,0.389,0,0.233,0.0317,0.17,148.918
Love you again,MeloMance,3tt4jUdcPx7ZRNrXcP58x2,0.659,0.358,0.549,1.34E-06,0.112,0.0361,0.278,72.285
I Will Stay With You,Gummy,4QOv0bYWBRr6Fp3paq3tZw,0.739,0.544,0.46,3.17E-06,0.109,0.0425,0.209,80.027
Be there,Jeon Sang Keun,0uSO0DaUix5IbVAYKG31Bz,0.626,0.567,0.593,0,0.0824,0.0374,0.36,127.819
You Got A Minute?,Ha Hyun Woo,6fIJbvx9e9IjaKo6jml6Wa,0.0239,0.517,0.803,0,0.0457,0.0512,0.583,171.85
Nobody Knows,KimYeji,3hIbPVFVYQHCZ5wpDSOnqN,0.014,0.279,0.678,0.000103,0.12,0.0381,0.26,177.405
Nightmare,Kyuri,2Y0xn1ljw8hQQPd3YXF5ue,0.669,0.436,0.371,7.94E-06,0.1,0.0282,0.172,86.99
Ain't No Joke,Jung In,4ce1g0lHzZRENMvEaY5ZHZ,0.266,0.748,0.683,0.000153,0.0702,0.109,0.648,120.013
Even Silently Cry(2023),Lee A Young,7zVeCI0asI0C42OQtAl3nD,0.726,0.617,0.592,0,0.103,0.0311,0.275,119.959
Just do,MISO,2jD9GOutiL5zKpqh6PDzsj,0.156,0.758,0.715,1.20E-06,0.19,0.0325,0.923,137.014
Globe,LIZRO,6l7jth8VMA9Wo52NeNwwwm,0.669,0.822,0.299,0.00181,0.11,0.0314,0.354,91.978
After this night,PARK MIN HYE,3MAQWeovl3g5BGUiu7YJdj,0.773,0.367,0.502,0,0.179,0.0315,0.235,132.409
Hello,BAEKHYUN,6Me6uD7KrQ2fS8U8wCiMDY,0.86,0.347,0.381,0,0.104,0.0276,0.199,133.896
Breath,Jung Seung Hwan,6XHM5qjDlcJVT1afJZXUId,0.6,0.476,0.542,0,0.106,0.0347,0.156,109.878
Alone,Rothy,4UVa6uMDD4ngcd2CXVQZ47,0.925,0.551,0.258,0,0.283,0.0403,0.358,122.456
Run away,LEE CHANGSUB,2OitqOLYhAo0G5dIfpogwM,0.0137,0.503,0.832,1.46E-06,0.142,0.0371,0.71,160.244
Stranger Than Heaven,Zitten,3Noo7yd41ECT5zGv0d97CH,0.823,0.363,0.488,0.000295,0.123,0.0304,0.101,138.262
A special day,WISUE,07LPd1AHtfVCoiA0wU34TB,0.898,0.663,0.233,0,0.123,0.0278,0.543,86.973
Bud,Park Hyungsik,7jkrMzk3hPTQOiOmhjNiMM,0.91,0.531,0.271,9.38E-05,0.11,0.0347,0.338,109.664
YOU KNOW ME BETTER,Kei,5W7CsVcoMmaOtp4iYQvPFD,0.833,0.674,0.412,0,0.107,0.0597,0.137,82.054
MONSTERS,Lee WonSeok,3aF00J7ddtJq7ILKiotjbY,0.000482,0.402,0.961,0,0.329,0.165,0.732,184.083
I`ve Never Felt Like This,강동훈,5jHkN5uPfpodgs6FKMNq2V,0.82,0.646,0.539,0,0.285,0.0391,0.367,137.981
Color me,Summer,1RDx47LCcsq5z2sVa7LFKY,0.503,0.604,0.521,0,0.21,0.032,0.197,90.019
Get In The Fire,danwoo lim,3x1dgDREHEreTGj8KpzbRU,0.000312,0.439,0.98,0,0.131,0.129,0.206,86.003
Starlight,U Sung Eun,723R3NH8RpJ2qUtjsiRNGY,0.88,0.412,0.483,0,0.146,0.0351,0.292,146.196
Let's go to the end,Nene Kang,1B2U8oGtor6o3cF0YUYzvV,0.000751,0.607,0.932,0.818,0.0569,0.0356,0.833,96.033
Daydream,Sin Ye Young,0ZgukDLNhyKfkBcIDD8Myh,0.529,0.484,0.646,0,0.0933,0.0419,0.261,123.478
Shooting Star,HAN SEUNG YUN,5irJLTz79CZXLOJ9FZ7Duy,0.0593,0.461,0.503,0,0.455,0.0282,0.289,159.556
I Can Hear You,You Me,0u0v79ZcKYls9rVGoON2I5,0.537,0.38,0.462,6.72E-05,0.106,0.0348,0.0391,139.941
Time Is Eternal & A Moment - Korean Version,Low-end project,27c6Fo2M5pXK3g9WgAx5Rt,0.809,0.512,0.278,4.15E-06,0.482,0.0348,0.292,132.303
Love Without Pain,Choi Yuree,114JstNdrTd5rsVce9lrpQ,0.859,0.379,0.311,0,0.121,0.0297,0.208,139.652
Trying too hard,CHEEZE,3BNSZOeVDkxVfawEaMqj5l,0.734,0.384,0.494,0,0.152,0.0334,0.365,130.785
Don't ever say love me (feat. RM of BTS),Colde,34o6gteNy2T5rieA0xYAgo,0.355,0.543,0.475,0,0.366,0.0541,0.187,145.115
Rain,TAEYEON,1ukyvyEeSg1odSQvhlRAIU,0.538,0.567,0.687,1.29E-05,0.0883,0.0329,0.406,76.024
ride,wave to earth,6k0YWt1KOckGRkFoKxElSN,0.0879,0.414,0.461,0.00147,0.168,0.0293,0.286,155.885
"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO,4LxFRsy3TZjqAtAgIsjkez,0.55,0.621,0.783,0,0.109,0.162,0.49,160.161
Maze in the Mirror,TOMORROW X TOGETHER,12I69qHomlIZflYA1G2MAp,0.209,0.379,0.505,0,0.117,0.0302,0.458,152.764
우산 (feat. 윤하),Epik High,1VnjByC7TUx5A73A4qtgoo,0.393,0.744,0.71,0,0.488,0.0279,0.346,113.003
WA-R-R,Colde,1ZEFYW6nPEvIcsIvymgsLk,0.873,0.735,0.358,0,0.102,0.0641,0.236,112.901
"You, Clouds, Rain",HEIZE,6FZAc2XaVYc8G8jaDnBshv,0.765,0.509,0.502,0,0.396,0.0915,0.341,79.16
Another Day,Stray Kids,30YeoWowzWypZNSl6WNXAR,0.422,0.848,0.453,3.67E-05,0.333,0.126,0.54,94.991
Sleepless rainy night,IU,546tamGotuR5Mhbe35ONAv,0.727,0.761,0.456,0.000103,0.143,0.0461,0.46,91.028
Rock With You - Spotify Singles,Jay Park,1hncbzqfhChm8PS0UeoVY6,0.34,0.532,0.583,0,0.121,0.272,0.552,70.301
Rain Song,Younha,2jGbpRUsuhFr6VelssN8Nq,0.806,0.44,0.737,0.000225,0.364,0.214,0.29,87.974
bird,wave to earth,3A6DKSDBG8DyP1nndA6VVG,0.351,0.593,0.458,6.63E-05,0.0673,0.0252,0.163,105.973
비오는 압구정,Brown Eyes,1WKoaRdUQGSoo8qfiWc1dT,0.207,0.775,0.631,0.00451,0.164,0.0281,0.69,110.011
Walking In The Rain (feat. Younha),Chancellor,3cJ520R7Pwav2xrQUHCcZo,0.432,0.584,0.539,2.82E-05,0.108,0.0611,0.514,85.782
